size_kb,@timestamp,cluster
1.3720242971045409,-1.2255745267513203,0
1.1298992648281223,0.8606378926976087,0
0.839263976244991,0.9014218101825232,0
1.3720242971045409,1.6699644753802683,0
1.3720242971045409,1.6204516257107295,0
1.3720242971045409,0.8211278094473375,0
1.3720242971045409,-0.6098472535736127,0
1.3720242971045409,1.2456326344440734,0
1.3720242971045409,0.9780221128861845,0
0.8124373276885546,-1.2255745267513203,0
1.3505506548977164,0.4237493519394562,0
0.3822216286649677,0.8606378926976087,0
1.1905821405229322,-1.0741507788505762,0
1.1457145123857133,-0.15063092714550358,0
1.3483976749389253,-0.17036213818673387,0
1.3505506548977164,1.5319303434261904,0
0.6804904439161297,-1.1262450409526508,0
-0.05712202147650234,-0.09702020524673631,0
1.3094668557913456,0.9865692637609039,0
1.0035273135986882,-1.1087074106315584,0
0.18640381211593113,-0.2877549383741476,0
0.9471497956204302,-1.5993950013606564,0
1.1366844073353644,-1.476937103329945,0
0.4773261031151943,-0.16958246707398417,0
0.6191819368618726,-0.6402348404052267,0
1.0614429713457219,1.2755845281893599,0
0.6754199827415709,0.6122078258691014,0
0.6371690774979545,0.06807837186414274,0
0.8538195183482625,1.3387929783168926,0
0.892373640191917,-0.6098472535736127,0
1.2570252072934776,-0.5545172629800432,0
1.23719806112172,-0.8519178828586269,0
0.9589596864376749,-1.5055321035483393,0
0.839263976244991,-0.4258817361853877,0
0.8319658841265523,-0.24546435230646477,0
1.2920550140484712,1.2456326344440734,0
1.3720242971045409,0.9780221128861845,0
0.7755541084792642,-0.5337226287881274,0
1.0706350794341402,0.4237493519394562,0
0.6294710978689212,0.9014218101825232,0
0.951877885543834,-0.4459443247802795,0
0.3573309620533999,-0.15063092714550358,0
1.3848598877577338,-0.17036213818673387,0
0.9067354377744351,-0.09702020524673631,0
0.9471497956204302,-1.1087074106315584,0
1.2106215176187805,-0.2877549383741476,0
0.6728821616403943,0.8211278094473375,0
0.42330372897752866,-0.6402348404052267,0
1.0706350794341402,1.2755845281893599,0
0.9186642870987803,-1.4777516632380578,0
1.3763068526427795,0.8717849742260663,0
0.3378429779698255,-0.5545172629800432,0
1.3094668557913456,-1.3705488480338146,0
1.2680018382116311,1.0502690901881386,0
1.019825561952327,-0.8519178828586269,0
0.7804922913804166,-0.056404741709907384,0
1.285507979508343,-1.5055321035483393,0
0.15996013273838094,-0.4258817361853877,0
1.0637428932045114,1.1352230944561958,0
-1.9959890848193413,0.4237493519394562,1
-0.4638290563873072,1.0650748429673396,1
-0.4638290563873072,1.5319303434261904,1
-0.9705189081814117,0.9865692637609039,1
-0.9705189081814117,0.8028035569999462,1
-0.9705189081814117,1.2755845281893599,1
-1.9959890848193413,0.6122078258691014,1
-0.9705189081814117,1.3387929783168926,1
-0.9705189081814117,0.8717849742260663,1
-0.4124928068442995,1.0502690901881386,1
-0.4638290563873072,0.5422951089940357,1
-0.9705189081814117,1.1352230944561958,1
-0.4787005305751457,0.9014218101825232,1
-0.5816409677506167,1.0650748429673396,1
-1.3893139415146292,0.8028035569999462,1
-2.033965211104903,1.6699644753802683,1
-1.3525133220489671,1.6204516257107295,1
-0.6170169171879931,0.8211278094473375,1
-1.0039550956228191,0.8717849742260663,1
-1.1657820649569783,1.0502690901881386,1
-0.416123851263924,0.5422951089940357,1
-1.155182707633254,1.1352230944561958,1
-0.041301269072651525,0.8606378926976087,1
-0.13105430920397698,1.0650748429673396,1
0.5568281971827371,1.5319303434261904,1
0.02113261146143682,0.9865692637609039,1
-0.3764742738424055,0.8028035569999462,1
0.38497594739070834,1.6699644753802683,1
0.15996013273838094,1.6204516257107295,1
-0.7018573413663337,0.6122078258691014,1
-0.5429762700629137,0.06807837186414274,1
0.5672954989144889,1.3387929783168926,1
-0.38722479298850787,1.2456326344440734,1
-0.24750330750090932,0.5422951089940357,1
